@relation bank-weka.filters.supervised.attribute.MergeNominalValues-L0.05-Rfirst-last

@attribute age numeric
@attribute job_merged_values {admin._or_housemaid_or_management,blue-collar,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,retired_or_student_or_unknown}
@attribute marital_merged_values {divorced_or_single,married}
@attribute education_merged_values {primary_or_secondary_or_unknown,tertiary}
@attribute default_merged_values {no_or_yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact_merged_values {cellular_or_telephone,unknown}
@attribute day numeric
@attribute month_merged_values {apr_or_feb,aug_or_jan_or_jul_or_jun_or_nov,dec_or_mar_or_oct_or_sep,may}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {failure,other,success,unknown}
@attribute y {no,yes}

@data
36,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,398,yes,yes,unknown,17,aug_or_jan_or_jul_or_jun_or_nov,77,2,-1,0,unknown,no
33,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,745,yes,no,unknown,23,may,115,4,-1,0,unknown,no
48,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,8106,no,no,unknown,17,aug_or_jan_or_jul_or_jun_or_nov,125,1,111,3,failure,no
33,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,0,no,no,cellular_or_telephone,19,aug_or_jan_or_jul_or_jun_or_nov,53,4,-1,0,unknown,no
67,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,696,no,no,cellular_or_telephone,4,may,77,2,-1,0,unknown,no
48,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,1266,yes,no,cellular_or_telephone,3,apr_or_feb,45,1,-1,0,unknown,no
57,admin._or_housemaid_or_management,married,tertiary,no_or_yes,2416,no,no,cellular_or_telephone,11,aug_or_jan_or_jul_or_jun_or_nov,74,2,-1,0,unknown,no
31,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,25,no,no,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,169,5,-1,0,unknown,no
30,retired_or_student_or_unknown,divorced_or_single,tertiary,no_or_yes,7513,no,no,cellular_or_telephone,11,aug_or_jan_or_jul_or_jun_or_nov,269,2,-1,0,unknown,no
56,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,29,no,no,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,52,2,227,1,failure,no
26,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,5116,yes,no,cellular_or_telephone,22,aug_or_jan_or_jul_or_jun_or_nov,246,3,-1,0,unknown,no
44,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,-1746,yes,no,unknown,20,aug_or_jan_or_jul_or_jun_or_nov,218,1,-1,0,unknown,no
44,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,14,no,no,cellular_or_telephone,13,aug_or_jan_or_jul_or_jun_or_nov,167,1,92,1,success,yes
31,admin._or_housemaid_or_management,married,tertiary,no_or_yes,4148,yes,no,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,316,3,99,9,other,yes
47,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,14,yes,no,cellular_or_telephone,15,may,142,1,-1,0,unknown,no
30,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,105,yes,no,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,75,1,-1,0,unknown,no
37,admin._or_housemaid_or_management,married,tertiary,no_or_yes,767,no,yes,cellular_or_telephone,2,apr_or_feb,204,1,-1,0,unknown,no
56,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,0,no,yes,cellular_or_telephone,10,aug_or_jan_or_jul_or_jun_or_nov,542,1,-1,0,unknown,no
43,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,-228,yes,yes,unknown,16,may,122,2,-1,0,unknown,no
42,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,508,yes,no,unknown,30,may,70,1,-1,0,unknown,no
60,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,725,yes,no,cellular_or_telephone,8,aug_or_jan_or_jul_or_jun_or_nov,266,1,-1,0,unknown,no
34,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,41,yes,no,cellular_or_telephone,6,may,34,9,-1,0,unknown,no
34,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,184,no,no,cellular_or_telephone,22,aug_or_jan_or_jul_or_jun_or_nov,203,4,-1,0,unknown,no
41,admin._or_housemaid_or_management,married,tertiary,no_or_yes,251,no,yes,unknown,6,aug_or_jan_or_jul_or_jun_or_nov,85,3,-1,0,unknown,no
38,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,-17,no,no,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,11,4,-1,0,unknown,no
23,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,-19,yes,no,unknown,20,aug_or_jan_or_jul_or_jun_or_nov,13,10,-1,0,unknown,no
33,admin._or_housemaid_or_management,married,tertiary,no_or_yes,1064,yes,no,cellular_or_telephone,13,may,562,1,-1,0,unknown,yes
36,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,777,yes,no,cellular_or_telephone,6,may,185,3,-1,0,unknown,no
49,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,377,no,no,cellular_or_telephone,22,may,158,1,59,2,failure,no
34,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,479,yes,no,cellular_or_telephone,12,may,515,1,350,5,failure,yes
40,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,-375,yes,no,cellular_or_telephone,13,may,60,5,-1,0,unknown,no
72,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,796,no,no,cellular_or_telephone,24,apr_or_feb,173,2,-1,0,unknown,no
43,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,17,yes,no,unknown,16,may,353,4,-1,0,unknown,no
44,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,1071,yes,no,cellular_or_telephone,11,may,143,3,357,1,failure,no
35,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,0,yes,no,cellular_or_telephone,20,apr_or_feb,18,5,-1,0,unknown,no
46,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,7378,no,no,cellular_or_telephone,18,aug_or_jan_or_jul_or_jun_or_nov,466,1,-1,0,unknown,no
55,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,865,yes,no,cellular_or_telephone,17,apr_or_feb,85,1,151,1,failure,no
50,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,-701,yes,yes,cellular_or_telephone,24,aug_or_jan_or_jul_or_jun_or_nov,148,1,-1,0,unknown,no
23,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,817,yes,no,cellular_or_telephone,18,may,123,1,-1,0,unknown,no
34,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,1387,no,no,cellular_or_telephone,30,apr_or_feb,121,1,-1,0,unknown,no
40,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,0,yes,yes,unknown,29,may,245,3,-1,0,unknown,no
61,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,2917,no,no,cellular_or_telephone,6,dec_or_mar_or_oct_or_sep,215,1,-1,0,unknown,yes
53,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,4541,yes,no,unknown,15,may,190,6,-1,0,unknown,no
57,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,0,no,no,unknown,13,may,44,1,-1,0,unknown,no
28,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,4287,no,no,cellular_or_telephone,30,apr_or_feb,171,1,-1,0,unknown,no
25,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,242,yes,no,cellular_or_telephone,30,aug_or_jan_or_jul_or_jun_or_nov,62,12,-1,0,unknown,no
38,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,171,yes,yes,unknown,20,may,172,1,-1,0,unknown,no
27,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,259,yes,no,unknown,23,may,78,10,-1,0,unknown,no
45,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,827,yes,no,unknown,15,may,319,5,-1,0,unknown,no
31,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,469,no,yes,cellular_or_telephone,2,apr_or_feb,111,1,-1,0,unknown,no
39,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,2226,yes,no,unknown,6,may,158,1,-1,0,unknown,no
42,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,0,no,no,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,82,12,-1,0,unknown,no
46,admin._or_housemaid_or_management,married,tertiary,no_or_yes,477,yes,no,unknown,20,may,128,6,-1,0,unknown,no
36,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,42,yes,no,unknown,8,may,102,4,-1,0,unknown,no
30,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,775,yes,no,unknown,16,aug_or_jan_or_jul_or_jun_or_nov,124,2,-1,0,unknown,no
32,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,9,yes,no,cellular_or_telephone,17,apr_or_feb,334,2,-1,0,unknown,no
52,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,2557,no,no,cellular_or_telephone,28,aug_or_jan_or_jul_or_jun_or_nov,134,5,204,2,success,yes
31,admin._or_housemaid_or_management,married,tertiary,no_or_yes,2395,no,no,cellular_or_telephone,27,apr_or_feb,218,1,-1,0,unknown,no
60,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,4895,no,no,unknown,9,aug_or_jan_or_jul_or_jun_or_nov,313,1,-1,0,unknown,no
35,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,376,yes,yes,unknown,6,may,207,3,-1,0,unknown,no
38,admin._or_housemaid_or_management,married,tertiary,no_or_yes,389,yes,no,unknown,6,may,262,1,-1,0,unknown,no
46,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,134,no,no,cellular_or_telephone,19,aug_or_jan_or_jul_or_jun_or_nov,134,2,-1,0,unknown,no
45,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,1273,yes,yes,unknown,11,aug_or_jan_or_jul_or_jun_or_nov,197,3,-1,0,unknown,no
59,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,0,yes,no,cellular_or_telephone,12,may,214,3,-1,0,unknown,no
34,admin._or_housemaid_or_management,married,tertiary,no_or_yes,2892,yes,yes,cellular_or_telephone,30,aug_or_jan_or_jul_or_jun_or_nov,1165,7,-1,0,unknown,no
33,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,0,yes,no,cellular_or_telephone,7,may,177,2,-1,0,unknown,no
46,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,295,yes,no,unknown,23,may,141,6,-1,0,unknown,no
48,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,292,yes,yes,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,164,6,-1,0,unknown,no
31,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,85,no,no,cellular_or_telephone,16,aug_or_jan_or_jul_or_jun_or_nov,151,1,-1,0,unknown,no
32,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,4,no,no,cellular_or_telephone,4,apr_or_feb,145,2,260,4,failure,no
35,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,-587,yes,no,unknown,26,may,111,1,-1,0,unknown,no
36,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,367,no,no,cellular_or_telephone,2,apr_or_feb,217,1,221,1,failure,no
52,admin._or_housemaid_or_management,married,tertiary,no_or_yes,-1224,yes,no,cellular_or_telephone,7,may,253,4,-1,0,unknown,no
45,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,959,no,no,unknown,18,aug_or_jan_or_jul_or_jun_or_nov,74,1,-1,0,unknown,no
34,admin._or_housemaid_or_management,married,tertiary,no_or_yes,0,no,no,cellular_or_telephone,20,aug_or_jan_or_jul_or_jun_or_nov,263,2,-1,0,unknown,no
25,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,-589,yes,no,unknown,3,aug_or_jan_or_jul_or_jun_or_nov,233,1,-1,0,unknown,no
26,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,-8,no,no,cellular_or_telephone,13,aug_or_jan_or_jul_or_jun_or_nov,402,2,-1,0,unknown,no
57,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,0,no,no,cellular_or_telephone,30,dec_or_mar_or_oct_or_sep,585,1,-1,0,unknown,no
48,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,247,yes,yes,unknown,14,may,145,1,-1,0,unknown,no
48,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,5543,no,no,unknown,16,aug_or_jan_or_jul_or_jun_or_nov,143,5,-1,0,unknown,no
32,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,642,no,yes,cellular_or_telephone,8,aug_or_jan_or_jul_or_jun_or_nov,524,1,-1,0,unknown,no
58,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,11,no,no,cellular_or_telephone,11,aug_or_jan_or_jul_or_jun_or_nov,270,1,-1,0,unknown,no
57,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,-226,yes,no,unknown,4,aug_or_jan_or_jul_or_jun_or_nov,272,1,-1,0,unknown,no
31,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,5191,no,no,cellular_or_telephone,20,aug_or_jan_or_jul_or_jun_or_nov,187,2,-1,0,unknown,no
33,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,-320,no,no,cellular_or_telephone,18,may,268,2,-1,0,unknown,no
53,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,2289,yes,yes,cellular_or_telephone,17,aug_or_jan_or_jul_or_jun_or_nov,183,1,-1,0,unknown,no
36,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,725,yes,no,cellular_or_telephone,27,apr_or_feb,123,3,99,8,failure,no
32,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,705,yes,no,cellular_or_telephone,20,apr_or_feb,20,4,-1,0,unknown,no
45,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,776,yes,no,cellular_or_telephone,6,apr_or_feb,232,4,253,1,failure,no
35,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,816,yes,no,cellular_or_telephone,19,aug_or_jan_or_jul_or_jun_or_nov,547,7,-1,0,unknown,no
41,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,171,no,no,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,71,9,-1,0,unknown,no
54,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,812,no,no,cellular_or_telephone,31,aug_or_jan_or_jul_or_jun_or_nov,113,6,-1,0,unknown,no
49,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,823,no,no,cellular_or_telephone,8,aug_or_jan_or_jul_or_jun_or_nov,780,4,-1,0,unknown,yes
28,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,1453,yes,no,cellular_or_telephone,12,may,246,1,343,1,other,no
24,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,431,yes,no,unknown,3,aug_or_jan_or_jul_or_jun_or_nov,108,12,-1,0,unknown,no
30,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,1009,yes,no,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,253,1,-1,0,unknown,no
32,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,286,yes,no,cellular_or_telephone,6,aug_or_jan_or_jul_or_jun_or_nov,175,1,-1,0,unknown,no
53,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,22370,yes,no,unknown,15,may,106,1,-1,0,unknown,no
42,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,2111,yes,no,cellular_or_telephone,7,may,86,2,-1,0,unknown,no
48,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,5366,yes,no,unknown,21,may,248,3,-1,0,unknown,no
33,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,181,yes,yes,cellular_or_telephone,28,aug_or_jan_or_jul_or_jun_or_nov,265,2,-1,0,unknown,no
31,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,-452,yes,no,unknown,26,may,182,5,-1,0,unknown,no
56,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,1770,no,no,cellular_or_telephone,5,apr_or_feb,916,3,-1,0,unknown,no
58,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,0,no,no,cellular_or_telephone,4,aug_or_jan_or_jul_or_jun_or_nov,506,1,-1,0,unknown,no
37,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,-296,yes,no,cellular_or_telephone,20,apr_or_feb,81,1,-1,0,unknown,no
59,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,2358,yes,no,cellular_or_telephone,17,apr_or_feb,30,1,-1,0,unknown,no
50,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,1200,no,no,cellular_or_telephone,14,aug_or_jan_or_jul_or_jun_or_nov,904,3,-1,0,unknown,yes
39,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,109,yes,no,unknown,6,may,699,3,-1,0,unknown,no
30,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,616,yes,no,cellular_or_telephone,6,may,19,1,-1,0,unknown,no
47,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,4906,yes,no,unknown,14,may,389,1,-1,0,unknown,no
44,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,313,no,no,cellular_or_telephone,6,aug_or_jan_or_jul_or_jun_or_nov,211,4,-1,0,unknown,no
38,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,290,yes,no,cellular_or_telephone,16,apr_or_feb,283,1,-1,0,unknown,no
50,admin._or_housemaid_or_management,married,tertiary,no_or_yes,1240,no,no,cellular_or_telephone,12,aug_or_jan_or_jul_or_jun_or_nov,474,2,-1,0,unknown,no
27,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,3672,yes,no,cellular_or_telephone,15,may,157,2,351,5,failure,no
73,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,19,no,no,cellular_or_telephone,5,aug_or_jan_or_jul_or_jun_or_nov,509,2,-1,0,unknown,no
46,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,143,yes,no,unknown,7,may,279,1,-1,0,unknown,no
56,retired_or_student_or_unknown,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,212,no,yes,cellular_or_telephone,17,aug_or_jan_or_jul_or_jun_or_nov,27,1,-1,0,unknown,no
36,admin._or_housemaid_or_management,married,tertiary,no_or_yes,9,no,no,cellular_or_telephone,11,aug_or_jan_or_jul_or_jun_or_nov,386,4,-1,0,unknown,yes
33,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,3074,no,no,cellular_or_telephone,18,aug_or_jan_or_jul_or_jun_or_nov,679,1,-1,0,unknown,no
40,admin._or_housemaid_or_management,married,tertiary,no_or_yes,1734,yes,no,unknown,2,aug_or_jan_or_jul_or_jun_or_nov,169,1,-1,0,unknown,no
52,admin._or_housemaid_or_management,married,tertiary,no_or_yes,575,no,no,unknown,3,aug_or_jan_or_jul_or_jun_or_nov,315,1,-1,0,unknown,no
